t_ms,phase,altitude_m,pressure_pa,temp_env_c,humidity_pct,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,gnss_lat,gnss_lon,gnss_hdop,gnss_sats,sbm20_count_window,sbm20_total_count,battery_v,rssi_dbm,fdir_state
15499,descent,447.20,96092,15.59,46,0.070,-0.021,-0.750,0.33,0.50,-0.34,24.28,-19.24,41.87,41.2802236,69.2400671,1.4,7,0,9,3.77,-80,0
15599,descent,446.48,96100,15.60,46,-0.008,-0.016,-0.992,0.03,0.15,0.16,23.36,-19.27,41.08,41.2802232,69.2400670,1.4,7,0,9,3.77,-80,0
15699,descent,445.72,96109,15.60,46,0.064,-0.025,-0.812,0.00,-0.14,0.13,23.07,-18.22,41.95,41.2802229,69.2400669,1.4,7,0,9,3.77,-80,0
15799,descent,444.86,96118,15.61,46,-0.092,0.110,-0.916,0.09,0.35,-0.38,23.89,-19.42,41.45,41.2802224,69.2400667,1.4,7,0,9,3.77,-80,0
15899,descent,444.02,96128,15.61,46,0.063,-0.011,-0.736,-0.07,-0.05,-0.03,23.46,-19.20,40.67,41.2802220,69.2400666,1.4,7,0,9,3.77,-80,0
15999,descent,443.19,96137,15.62,46,-0.013,-0.020,-0.979,0.06,0.45,0.10,23.40,-19.81,41.28,41.2802216,69.2400665,1.4,7,1,10,3.77,-80,0
16099,descent,442.49,96146,15.62,46,-0.034,-0.082,-1.041,0.72,0.14,0.46,23.51,-18.64,41.26,41.2802212,69.2400664,1.4,7,0,10,3.77,-80,0
16199,descent,441.62,96155,15.63,46,-0.087,0.064,-0.860,0.46,0.45,0.19,23.78,-19.61,40.12,41.2802208,69.2400662,1.4,7,0,10,3.77,-80,0
16299,descent,440.74,96166,15.64,46,0.029,-0.017,-0.880,-0.32,0.17,-0.21,23.38,-18.83,41.70,41.2802204,69.2400661,1.4,7,0,10,3.77,-80,0
16399,descent,439.88,96175,15.64,46,0.008,0.024,-0.768,0.63,-0.01,0.15,23.08,-19.49,40.01,41.2802199,69.2400660,1.4,7,0,10,3.77,-80,0
16499,descent,439.07,96185,15.65,46,-0.023,-0.002,-1.054,0.25,-0.13,0.38,24.15,-19.21,41.41,41.2802195,69.2400659,1.4,7,0,10,3.77,-80,0
16599,descent,438.28,96194,15.65,46,-0.018,-0.057,-0.842,0.20,0.23,-0.32,23.41,-18.51,40.78,41.2802191,69.2400657,1.4,7,0,10,3.77,-80,0
16699,descent,437.54,96202,15.66,46,0.062,0.047,-0.842,-0.21,0.12,-0.00,23.28,-19.39,40.63,41.2802188,69.2400656,1.4,7,0,10,3.77,-80,0
16799,descent,436.78,96211,15.66,46,-0.003,-0.009,-0.955,0.01,0.18,0.10,24.46,-19.46,39.78,41.2802184,69.2400655,1.4,7,0,10,3.77,-80,0
16899,descent,435.95,96220,15.67,46,-0.044,0.035,-0.913,-0.28,-0.11,0.12,23.19,-18.29,40.44,41.2802180,69.2400654,1.4,7,0,10,3.77,-80,0
16999,descent,435.23,96228,15.67,46,-0.027,-0.018,-0.740,0.05,0.22,0.29,23.21,-19.01,41.34,41.2802176,69.2400653,1.4,7,0,10,3.77,-80,0
17099,descent,434.44,96237,15.68,46,-0.009,-0.049,-0.875,-0.66,-0.14,-0.28,24.42,-18.13,40.24,41.2802172,69.2400652,1.4,7,0,10,3.77,-80,0
17199,descent,433.62,96247,15.68,46,0.079,0.024,-0.880,0.47,0.16,-0.20,23.52,-19.53,41.01,41.2802168,69.2400650,1.4,7,0,10,3.77,-80,0
17299,descent,432.85,96256,15.69,46,0.003,0.036,-0.785,-0.29,-0.32,0.14,23.41,-18.94,41.25,41.2802164,69.2400649,1.4,7,0,10,3.77,-80,0
17399,descent,432.12,96264,15.69,46,-0.026,0.020,-1.114,0.44,0.16,-0.08,22.78,-18.98,40.74,41.2802161,69.2400648,1.4,7,0,10,3.77,-80,0
17499,descent,431.32,96273,15.70,46,0.061,0.062,-1.020,0.04,-0.16,-0.06,23.22,-18.73,41.47,41.2802157,69.2400647,1.4,7,0,10,3.77,-80,0
17599,descent,430.56,96282,15.70,46,-0.054,-0.055,-0.854,0.07,0.17,-0.18,23.46,-18.50,40.68,41.2802153,69.2400646,1.4,7,0,10,3.77,-80,0
17699,descent,429.69,96292,15.71,46,0.018,0.013,-0.674,0.23,0.21,0.08,23.88,-19.64,41.06,41.2802148,69.2400645,1.4,7,0,10,3.77,-80,0
17799,descent,428.94,96300,15.71,46,0.066,-0.101,-0.980,0.05,0.66,0.13,23.35,-19.57,42.01,41.2802145,69.2400643,1.4,7,1,11,3.77,-80,0
17899,descent,428.05,96310,15.72,46,-0.011,-0.069,-0.684,0.14,0.45,-0.04,23.30,-19.47,42.46,41.2802140,69.2400642,1.4,7,0,11,3.77,-80,0
17999,descent,427.23,96320,15.72,46,0.035,0.003,-0.781,-0.47,-0.17,-0.23,23.06,-19.34,41.69,41.2802136,69.2400641,1.4,7,0,11,3.77,-80,0
18099,descent,426.38,96329,15.73,46,0.012,-0.083,-0.846,0.16,-0.05,-0.10,23.34,-19.33,41.10,41.2802132,69.2400640,1.4,7,0,11,3.77,-80,0
18199,descent,425.56,96339,15.73,46,-0.018,0.032,-0.814,-0.25,-0.47,-0.27,23.40,-19.25,40.50,41.2802128,69.2400638,1.4,7,0,11,3.77,-80,0
18299,descent,424.83,96347,15.74,46,0.018,-0.049,-0.828,-0.04,-0.22,-0.20,22.67,-18.71,41.55,41.2802124,69.2400637,1.4,7,0,11,3.77,-80,0
18399,descent,424.12,96355,15.74,46,-0.029,0.006,-0.841,0.72,0.11,-0.20,22.87,-18.91,40.92,41.2802121,69.2400636,1.4,7,0,11,3.77,-80,0
18499,descent,423.41,96363,15.75,46,0.054,0.008,-0.932,0.04,-0.07,0.04,23.06,-18.61,41.51,41.2802117,69.2400635,1.4,7,0,11,3.77,-80,0
18599,descent,422.69,96371,15.75,46,-0.023,0.045,-0.769,0.07,-0.05,-0.14,23.70,-18.38,41.32,41.2802113,69.2400634,1.4,7,0,11,3.77,-80,0
18700,descent,421.83,96381,15.76,46,0.037,0.037,-0.722,-0.40,-0.25,0.10,22.53,-18.72,41.11,41.2802109,69.2400633,1.4,7,0,11,3.77,-80,0
18800,descent,421.04,96390,15.76,46,-0.075,0.086,-0.925,-0.56,0.08,-0.24,23.54,-19.39,40.23,41.2802105,69.2400632,1.4,7,0,11,3.77,-80,0
18900,descent,420.30,96399,15.77,46,0.064,-0.029,-0.769,-0.09,0.38,-0.03,23.31,-19.24,41.45,41.2802101,69.2400630,1.4,7,0,11,3.77,-80,0
19000,descent,419.42,96409,15.77,46,-0.004,0.070,-0.784,-0.06,-0.29,0.14,23.05,-19.56,41.80,41.2802097,69.2400629,1.4,7,1,12,3.77,-80,0
19100,descent,418.63,96418,15.78,46,0.025,0.019,-1.003,-0.38,0.09,0.13,23.52,-18.98,41.37,41.2802093,69.2400628,1.4,7,0,12,3.77,-80,0
19200,descent,417.92,96426,15.78,46,-0.032,0.037,-0.794,-0.21,0.10,0.00,24.31,-18.73,41.31,41.2802090,69.2400627,1.4,7,0,12,3.77,-80,0
19300,descent,417.19,96434,15.79,46,0.067,-0.021,-0.957,-0.07,-0.04,0.17,23.60,-19.61,40.90,41.2802086,69.2400626,1.4,7,0,12,3.77,-80,0
19400,descent,416.34,96444,15.79,46,-0.009,0.057,-0.885,-0.58,-0.11,0.39,24.15,-19.50,41.40,41.2802082,69.2400625,1.4,7,0,12,3.77,-80,0
19500,descent,415.59,96453,15.80,46,0.003,-0.115,-0.781,-0.24,-0.69,-0.28,23.13,-19.24,41.88,41.2802078,69.2400623,1.4,7,0,12,3.77,-80,0
19600,descent,414.79,96462,15.80,46,0.004,-0.036,-0.802,0.15,-0.48,0.01,23.26,-18.58,41.23,41.2802074,69.2400622,1.4,7,0,12,3.77,-80,0
19700,descent,414.02,96471,15.81,46,-0.015,-0.024,-0.932,0.09,0.00,0.04,23.50,-19.23,41.28,41.2802070,69.2400621,1.4,7,0,12,3.77,-80,0
19800,descent,413.30,96479,15.81,46,-0.013,0.080,-0.916,0.29,0.27,0.03,23.82,-19.39,41.83,41.2802066,69.2400620,1.4,7,1,13,3.77,-80,0
19900,descent,412.59,96487,15.82,46,0.014,0.049,-0.808,-0.17,0.27,-0.12,23.49,-19.39,42.35,41.2802063,69.2400619,1.4,7,1,14,3.77,-80,0
20000,descent,411.78,96496,15.82,46,-0.022,-0.071,-0.752,-0.07,-0.26,-0.08,22.68,-20.21,41.38,41.2802059,69.2400618,1.4,7,0,14,3.77,-80,0
20100,descent,411.08,96504,15.83,46,0.045,-0.033,-0.673,-0.20,0.28,-0.10,22.93,-18.97,40.94,41.2802055,69.2400617,1.4,7,0,14,3.77,-80,0
20200,descent,410.37,96512,15.83,46,0.047,0.082,-0.939,0.00,-0.18,0.17,23.97,-18.80,41.00,41.2802052,69.2400616,1.4,7,0,14,3.77,-80,0
20300,descent,409.53,96522,15.84,46,-0.038,-0.094,-0.868,0.06,0.52,-0.36,24.09,-18.81,41.32,41.2802048,69.2400614,1.4,7,0,14,3.77,-80,0
20400,descent,408.74,96531,15.84,46,0.081,0.006,-0.749,0.04,-0.23,-0.16,22.76,-18.56,40.85,41.2802044,69.2400613,1.4,7,0,14,3.77,-80,0
20500,descent,407.97,96540,15.85,46,0.034,-0.000,-0.770,0.41,-0.23,0.30,22.89,-19.27,40.99,41.2802040,69.2400612,1.4,7,0,14,3.77,-80,0
20600,descent,407.07,96550,15.85,46,0.027,-0.041,-0.933,-0.08,0.46,-0.19,22.92,-19.50,41.72,41.2802035,69.2400611,1.4,7,0,14,3.77,-80,0
20700,descent,406.20,96560,15.86,46,0.050,0.008,-0.660,-0.16,-0.38,-0.00,23.11,-19.58,41.08,41.2802031,69.2400609,1.4,7,0,14,3.77,-80,0
20800,descent,405.50,96568,15.86,46,-0.110,-0.052,-0.629,0.01,0.02,0.05,23.23,-19.15,41.06,41.2802027,69.2400608,1.4,7,0,14,3.77,-80,0
20900,descent,404.78,96576,15.87,46,-0.028,-0.069,-0.780,-0.55,0.21,0.27,23.91,-19.35,41.09,41.2802024,69.2400607,1.4,7,0,14,3.77,-80,0
21000,descent,404.03,96585,15.87,46,0.008,0.015,-0.792,0.71,0.29,0.24,24.04,-19.55,41.89,41.2802020,69.2400606,1.4,7,0,14,3.77,-80,0
21100,descent,403.15,96595,15.88,46,-0.069,-0.030,-0.949,-0.30,0.26,-0.01,23.38,-19.01,40.91,41.2802016,69.2400605,1.4,7,0,14,3.77,-80,0
21200,descent,402.33,96604,15.88,46,-0.048,-0.021,-0.918,0.01,-0.34,-0.10,23.86,-18.38,41.01,41.2802012,69.2400603,1.4,7,1,15,3.77,-80,0
21300,descent,401.57,96613,15.89,46,0.015,-0.054,-0.727,-0.26,-0.30,-0.16,24.00,-18.62,40.52,41.2802008,69.2400602,1.4,7,0,15,3.77,-80,0
21400,descent,400.73,96623,15.90,46,0.008,0.007,-0.944,0.21,-0.12,-0.20,23.06,-18.48,41.39,41.2802004,69.2400601,1.4,7,0,15,3.77,-80,0
21500,descent,399.96,96632,15.90,45,-0.065,-0.020,-0.871,-0.02,-0.28,-0.23,23.09,-19.18,40.14,41.2802000,69.2400600,1.4,7,1,16,3.77,-80,0
21600,descent,399.14,96641,15.91,45,-0.017,-0.075,-0.810,-0.61,-0.32,-0.29,23.95,-19.68,41.60,41.2801996,69.2400599,1.4,7,0,16,3.77,-80,0
21700,descent,398.31,96650,15.91,45,0.033,0.013,-1.095,0.01,-0.08,0.01,23.80,-18.66,41.27,41.2801992,69.2400597,1.4,7,0,16,3.77,-80,0
21800,descent,397.48,96660,15.92,45,-0.016,0.032,-0.831,0.51,-0.32,0.12,23.37,-17.56,41.20,41.2801987,69.2400596,1.4,7,0,16,3.77,-80,0
21900,descent,396.75,96668,15.92,45,0.010,0.052,-0.814,-0.14,0.25,0.14,23.34,-19.67,40.95,41.2801984,69.2400595,1.4,7,0,16,3.77,-80,0
22000,descent,395.91,96678,15.93,45,0.027,-0.069,-0.833,0.21,0.13,0.33,22.51,-18.28,40.85,41.2801980,69.2400594,1.4,7,0,16,3.77,-80,0
22100,descent,395.07,96688,15.93,45,-0.059,-0.015,-0.704,-0.43,-0.22,-0.02,24.73,-18.29,41.47,41.2801975,69.2400593,1.4,7,0,16,3.77,-80,0
22200,descent,394.25,96697,15.94,45,0.012,0.032,-0.739,-0.15,-0.13,-0.30,22.96,-19.10,40.67,41.2801971,69.2400591,1.4,7,0,16,3.77,-80,0
22300,descent,393.42,96707,15.94,45,-0.061,0.025,-0.708,-0.34,-0.10,-0.02,22.32,-20.21,41.58,41.2801967,69.2400590,1.4,7,0,16,3.77,-80,0
22400,descent,392.68,96715,15.95,45,0.063,-0.008,-0.852,0.18,-0.12,-0.01,23.04,-18.58,41.83,41.2801963,69.2400589,1.4,7,0,16,3.77,-80,0
22500,descent,391.81,96725,15.95,45,0.012,0.016,-0.953,0.03,-0.33,-0.01,23.16,-20.00,41.66,41.2801959,69.2400588,1.4,7,0,16,3.77,-80,0
22600,descent,390.93,96735,15.96,45,0.009,0.053,-0.912,0.01,-0.40,-0.02,23.65,-18.31,40.30,41.2801955,69.2400586,1.4,7,0,16,3.77,-80,0
22700,descent,390.04,96745,15.96,45,0.034,0.076,-0.708,-0.24,-0.14,0.02,24.71,-19.16,42.04,41.2801950,69.2400585,1.4,7,0,16,3.77,-80,0
22800,descent,389.28,96754,15.97,45,0.025,-0.039,-0.653,0.16,-0.44,0.22,23.34,-20.06,41.01,41.2801946,69.2400584,1.4,7,0,16,3.77,-80,0
22900,descent,388.51,96763,15.97,45,0.010,-0.020,-0.868,-0.02,-0.06,0.23,24.02,-19.65,42.07,41.2801943,69.2400583,1.4,7,0,16,3.77,-80,0
23000,descent,387.67,96772,15.98,45,-0.008,0.034,-0.694,0.12,0.08,0.11,22.89,-19.31,40.46,41.2801938,69.2400582,1.4,7,0,16,3.77,-80,0
23100,descent,386.80,96783,15.99,45,0.051,-0.044,-0.799,-0.41,0.39,0.24,23.91,-19.05,41.19,41.2801934,69.2400580,1.4,7,0,16,3.77,-80,0
23200,descent,386.04,96791,15.99,45,0.030,-0.087,-0.840,0.53,0.13,-0.25,23.87,-19.62,40.77,41.2801930,69.2400579,1.4,7,0,16,3.77,-80,0
23300,descent,385.32,96799,16.00,45,-0.001,0.039,-1.000,0.47,0.42,0.01,23.69,-18.40,41.55,41.2801927,69.2400578,1.4,7,0,16,3.77,-80,0
23400,descent,384.57,96808,16.00,45,-0.087,0.024,-0.871,-0.06,0.22,-0.36,22.77,-19.34,41.39,41.2801923,69.2400577,1.4,7,0,16,3.77,-80,0
23500,descent,383.84,96816,16.01,45,0.103,-0.046,-0.795,-0.27,0.25,0.01,23.80,-18.99,40.86,41.2801919,69.2400576,1.4,7,0,16,3.77,-80,0
23600,descent,382.99,96826,16.01,45,-0.038,0.022,-0.859,-0.62,0.80,-0.08,23.45,-19.83,41.60,41.2801915,69.2400574,1.4,7,0,16,3.77,-80,0
23700,descent,382.21,96835,16.02,45,-0.024,-0.007,-0.896,0.03,-0.01,-0.34,23.46,-18.17,40.85,41.2801911,69.2400573,1.4,7,0,16,3.77,-80,0
23800,descent,381.31,96845,16.02,45,-0.097,0.049,-0.835,0.12,0.05,-0.25,24.02,-19.58,41.71,41.2801907,69.2400572,1.4,7,0,16,3.77,-80,0
23900,descent,380.57,96854,16.03,45,0.013,0.031,-0.833,-0.10,-0.48,0.22,23.14,-19.81,41.39,41.2801903,69.2400571,1.4,7,0,16,3.77,-80,0
24000,descent,379.81,96863,16.03,45,0.049,0.005,-0.887,-0.25,-0.05,0.03,24.80,-18.41,41.72,41.2801899,69.2400570,1.4,7,0,16,3.77,-80,0
24100,descent,378.97,96872,16.04,45,0.014,-0.007,-0.833,0.09,-0.27,-0.06,23.95,-19.79,40.66,41.2801895,69.2400568,1.4,7,0,16,3.77,-80,0
24200,descent,378.08,96883,16.04,45,-0.038,0.025,-0.746,-0.47,0.21,-0.09,22.59,-19.39,42.39,41.2801890,69.2400567,1.4,7,0,16,3.77,-80,0
24300,descent,377.31,96891,16.05,45,0.010,-0.023,-1.030,0.11,0.35,0.01,22.93,-18.44,41.77,41.2801887,69.2400566,1.4,7,0,16,3.77,-80,0
24400,descent,376.57,96900,16.05,45,-0.104,0.040,-0.804,0.12,-0.13,0.04,24.33,-19.26,41.05,41.2801883,69.2400565,1.4,7,1,17,3.77,-80,0
24500,descent,375.86,96908,16.06,45,-0.059,0.029,-0.734,-0.09,-0.14,0.01,24.23,-19.43,41.33,41.2801879,69.2400564,1.4,7,0,17,3.77,-80,0
24600,descent,375.05,96917,16.06,45,-0.074,0.045,-0.834,-0.58,-0.02,-0.13,23.83,-19.30,40.76,41.2801875,69.2400563,1.4,7,0,17,3.77,-80,0
24700,descent,374.17,96928,16.07,45,-0.003,-0.007,-0.673,-0.60,-0.60,0.01,23.24,-18.95,41.35,41.2801871,69.2400561,1.4,7,0,17,3.77,-80,0
24800,descent,373.46,96936,16.07,45,0.044,0.054,-0.807,-0.40,-0.34,0.28,23.03,-18.72,41.71,41.2801867,69.2400560,1.4,7,0,17,3.77,-80,0
24900,descent,372.73,96944,16.08,45,0.069,0.018,-0.899,-0.44,0.18,-0.31,23.52,-19.17,41.62,41.2801864,69.2400559,1.4,7,0,17,3.77,-80,0
25000,descent,372.00,96953,16.08,45,-0.106,0.026,-0.811,-0.53,0.04,-0.16,23.74,-18.96,40.89,41.2801860,69.2400558,1.4,7,0,17,3.77,-80,0
25100,descent,371.15,96962,16.09,45,0.087,0.003,-0.776,0.03,-0.34,0.30,23.21,-18.87,41.45,41.2801856,69.2400557,1.4,7,0,17,3.77,-80,0
25200,descent,370.43,96970,16.09,45,-0.031,-0.045,-0.807,0.87,-0.21,-0.31,23.55,-19.28,41.67,41.2801852,69.2400556,1.4,7,0,17,3.77,-80,0
25300,descent,369.68,96979,16.10,45,0.005,0.055,-1.001,0.14,-0.20,0.00,23.32,-19.28,41.39,41.2801848,69.2400555,1.4,7,0,17,3.77,-80,0
25400,descent,368.92,96988,16.10,45,0.034,-0.062,-0.858,-0.09,0.67,-0.10,23.04,-19.35,41.63,41.2801845,69.2400553,1.4,7,0,17,3.77,-80,0
25500,descent,368.22,96996,16.11,45,0.007,0.040,-0.737,0.30,0.09,-0.02,22.91,-19.14,41.12,41.2801841,69.2400552,1.4,7,0,17,3.77,-80,0
25600,descent,367.33,97006,16.11,45,0.041,0.007,-0.732,-0.14,0.23,0.10,23.14,-19.35,40.36,41.2801837,69.2400551,1.4,7,0,17,3.77,-80,0
25700,descent,366.61,97014,16.12,45,0.008,0.101,-0.978,-0.21,0.32,0.26,23.98,-19.40,40.99,41.2801833,69.2400550,1.4,7,0,17,3.77,-80,0
25800,descent,365.75,97024,16.12,45,0.056,-0.007,-0.891,0.03,-0.49,0.17,23.52,-18.91,40.73,41.2801829,69.2400549,1.4,7,0,17,3.77,-80,0
25900,descent,364.91,97034,16.13,45,-0.003,-0.060,-0.768,-0.12,-0.17,0.04,22.88,-18.48,40.64,41.2801825,69.2400547,1.4,7,1,18,3.77,-80,0
26000,descent,364.15,97043,16.13,45,-0.036,-0.062,-0.787,-0.13,-0.13,0.16,23.53,-18.59,41.53,41.2801821,69.2400546,1.4,7,0,18,3.77,-80,0
26100,descent,363.43,97051,16.14,45,0.010,0.007,-0.930,0.04,-0.30,-0.17,23.32,-19.11,40.83,41.2801817,69.2400545,1.4,7,0,18,3.77,-80,0
26200,descent,362.71,97059,16.14,45,-0.082,-0.010,-0.792,-0.31,0.43,0.38,23.74,-18.76,40.80,41.2801814,69.2400544,1.4,7,0,18,3.77,-80,0
26300,descent,361.94,97068,16.15,45,-0.024,0.018,-0.845,-0.27,-0.28,-0.30,23.25,-19.69,41.42,41.2801810,69.2400543,1.4,7,1,19,3.77,-80,0
26400,descent,361.15,97077,16.15,45,-0.049,-0.012,-0.809,-0.19,0.05,-0.01,24.60,-19.03,41.22,41.2801806,69.2400542,1.4,7,0,19,3.77,-80,0
26500,descent,360.44,97085,16.16,45,-0.009,-0.017,-1.023,0.23,0.10,0.46,22.86,-19.21,40.45,41.2801802,69.2400541,1.4,7,0,19,3.77,-80,0
26600,descent,359.68,97094,16.16,45,-0.022,0.019,-0.903,-0.02,-0.16,-0.09,23.10,-18.57,41.01,41.2801798,69.2400540,1.4,7,0,19,3.77,-80,0
26700,descent,358.92,97103,16.17,45,0.053,0.049,-0.833,-0.16,-0.09,-0.22,23.61,-19.45,41.74,41.2801795,69.2400538,1.4,7,0,19,3.77,-80,0
26800,descent,358.19,97111,16.17,45,-0.080,-0.043,-0.929,0.51,0.30,-0.01,22.79,-18.99,41.07,41.2801791,69.2400537,1.4,7,0,19,3.77,-80,0
26900,descent,357.37,97121,16.18,45,0.006,0.076,-0.770,0.04,-0.09,0.13,23.82,-19.68,40.76,41.2801787,69.2400536,1.4,7,0,19,3.77,-80,0
27000,descent,356.65,97129,16.18,45,-0.017,-0.073,-0.904,-0.39,-0.58,0.05,23.64,-18.42,41.46,41.2801783,69.2400535,1.4,7,0,19,3.77,-80,0
27100,descent,355.76,97139,16.19,45,0.003,-0.045,-0.715,-0.27,-0.09,-0.14,24.25,-19.39,41.39,41.2801779,69.2400534,1.4,7,0,19,3.77,-80,0
27200,descent,354.97,97148,16.19,45,0.069,0.007,-0.754,0.25,-0.44,-0.24,23.65,-19.14,41.36,41.2801775,69.2400532,1.4,7,0,19,3.77,-80,0
27300,descent,354.10,97158,16.20,45,0.025,-0.028,-0.887,-0.59,-0.04,0.37,23.40,-19.54,41.19,41.2801771,69.2400531,1.4,7,0,19,3.77,-80,0
27400,descent,353.20,97169,16.20,45,0.028,-0.019,-0.937,-0.21,0.32,-0.12,23.74,-18.90,41.70,41.2801766,69.2400530,1.4,7,0,19,3.77,-80,0
27500,descent,352.32,97179,16.21,45,0.094,-0.010,-0.645,-0.18,0.07,-0.09,23.52,-18.53,41.71,41.2801762,69.2400528,1.4,7,0,19,3.77,-80,0
27600,descent,351.43,97189,16.22,45,-0.020,-0.064,-0.810,-0.14,0.20,-0.08,23.52,-18.75,41.06,41.2801757,69.2400527,1.4,7,0,19,3.77,-80,0
27700,descent,350.67,97198,16.22,45,-0.004,0.007,-0.844,-0.31,-0.04,0.09,24.17,-18.98,40.81,41.2801753,69.2400526,1.4,7,1,20,3.77,-80,0
27800,descent,349.89,97207,16.23,45,0.067,-0.021,-0.798,-0.15,0.10,0.08,23.81,-20.18,40.50,41.2801749,69.2400525,1.4,7,0,20,3.77,-80,0
27900,descent,349.09,97216,16.23,45,-0.008,-0.073,-0.725,-0.21,0.01,0.13,23.50,-20.09,41.23,41.2801745,69.2400524,1.4,7,0,20,3.77,-80,0
28000,descent,348.38,97224,16.24,45,0.007,-0.027,-0.751,-0.51,-0.13,0.16,22.79,-19.01,40.60,41.2801742,69.2400523,1.4,7,0,20,3.77,-80,0
28100,descent,347.56,97234,16.24,45,0.138,-0.019,-0.851,0.42,-0.18,0.02,23.81,-17.86,41.01,41.2801738,69.2400521,1.4,7,0,20,3.77,-80,0
28200,descent,346.67,97244,16.25,45,-0.032,0.030,-0.817,-0.28,-0.02,0.16,24.50,-17.74,41.23,41.2801733,69.2400520,1.4,7,0,20,3.77,-80,0
28300,descent,345.92,97253,16.25,45,0.006,0.011,-0.928,0.25,0.47,0.51,23.45,-19.53,40.52,41.2801730,69.2400519,1.4,7,0,20,3.77,-80,0
28400,descent,345.13,97262,16.26,45,0.044,-0.069,-0.897,-0.20,0.34,0.12,23.58,-19.20,41.92,41.2801726,69.2400518,1.4,7,0,20,3.77,-80,0
28500,descent,344.35,97271,16.26,45,-0.048,-0.023,-0.915,0.67,-0.56,-0.26,24.21,-18.64,41.57,41.2801722,69.2400517,1.4,7,0,20,3.77,-80,0
28600,descent,343.55,97280,16.27,45,0.062,0.026,-0.772,-0.23,-0.12,0.25,23.35,-19.33,42.52,41.2801718,69.2400515,1.4,7,0,20,3.77,-80,0
28700,descent,342.67,97290,16.27,45,0.083,0.146,-0.911,-0.28,0.14,0.17,23.05,-18.81,41.26,41.2801713,69.2400514,1.4,7,0,20,3.77,-80,0
28800,descent,341.89,97299,16.28,45,-0.021,0.042,-0.857,0.14,-0.39,0.08,23.30,-18.45,41.31,41.2801709,69.2400513,1.4,7,0,20,3.77,-80,0
28900,descent,341.00,97310,16.28,45,-0.037,-0.007,-0.827,0.32,0.05,0.43,24.12,-18.24,40.99,41.2801705,69.2400511,1.4,7,0,20,3.77,-80,0
29000,descent,340.13,97320,16.29,45,0.031,-0.066,-0.838,0.15,-0.15,-0.13,22.41,-18.73,41.38,41.2801701,69.2400510,1.4,7,0,20,3.77,-80,0
29100,descent,339.26,97330,16.29,45,0.001,0.035,-0.961,0.21,-0.01,0.03,23.66,-19.27,42.27,41.2801696,69.2400509,1.4,7,0,20,3.77,-80,0
29200,descent,338.40,97339,16.30,45,0.021,-0.005,-0.756,-0.22,-0.29,0.18,23.16,-19.35,40.91,41.2801692,69.2400508,1.4,7,0,20,3.77,-80,0
29300,descent,337.60,97349,16.31,45,-0.086,0.016,-0.945,0.05,-0.41,-0.24,23.36,-19.70,41.33,41.2801688,69.2400506,1.4,7,0,20,3.77,-80,0
29400,descent,336.84,97357,16.31,45,-0.078,0.000,-0.770,0.01,-0.23,0.18,23.63,-18.66,41.24,41.2801684,69.2400505,1.4,7,0,20,3.77,-80,0
29500,descent,336.01,97367,16.32,45,-0.016,-0.048,-0.935,-0.42,0.24,0.17,24.17,-19.44,40.73,41.2801680,69.2400504,1.4,7,0,20,3.77,-80,0
29600,descent,335.23,97376,16.32,45,0.093,0.006,-0.842,-0.41,0.10,0.06,24.53,-18.55,41.26,41.2801676,69.2400503,1.4,7,0,20,3.77,-80,0
29700,descent,334.49,97385,16.33,45,0.069,0.007,-0.821,0.01,-0.05,-0.20,23.01,-19.76,41.39,41.2801672,69.2400502,1.4,7,0,20,3.77,-80,0
29800,descent,333.77,97393,16.33,45,-0.009,0.028,-0.912,0.26,-0.25,0.37,24.10,-20.11,40.93,41.2801669,69.2400501,1.4,7,0,20,3.77,-80,0
29900,descent,332.95,97402,16.34,45,0.063,-0.014,-0.817,-0.04,0.20,0.33,23.17,-19.82,40.22,41.2801665,69.2400499,1.4,7,0,20,3.77,-80,0
30000,descent,332.23,97411,16.34,45,0.078,0.009,-0.750,-0.18,-0.37,-0.30,23.74,-19.09,41.33,41.2801661,69.2400498,1.4,7,0,20,3.77,-80,0
30100,descent,331.44,97420,16.35,45,-0.026,0.060,-0.878,0.02,0.24,-0.11,23.11,-20.03,41.05,41.2801657,69.2400497,1.4,7,0,20,3.77,-80,0
30200,descent,330.54,97430,16.35,45,-0.119,-0.083,-0.825,-0.70,-0.57,-0.14,23.05,-18.63,40.59,41.2801653,69.2400496,1.4,7,1,21,3.77,-80,0
30300,descent,329.64,97441,16.36,45,-0.113,0.045,-0.778,-0.41,0.04,0.39,23.42,-19.26,42.00,41.2801648,69.2400494,1.4,7,0,21,3.77,-80,0
30400,descent,328.85,97450,16.36,45,-0.077,-0.078,-0.818,-0.24,0.49,0.03,23.20,-19.25,41.63,41.2801644,69.2400493,1.4,7,0,21,3.77,-80,0
30500,descent,328.05,97459,16.37,45,-0.002,-0.024,-0.867,0.25,-0.14,0.14,22.73,-18.86,41.67,41.2801640,69.2400492,1.4,7,0,21,3.77,-80,0
30600,descent,327.25,97468,16.37,45,0.049,0.052,-0.906,0.05,0.22,0.12,23.51,-17.79,41.04,41.2801636,69.2400491,1.4,7,0,21,3.77,-80,0
